,Predicción,Province,Sector
2050-12-31,35.20875267630563,British Columbia,Industrial
2051-12-31,35.258146914795965,British Columbia,Industrial
2024-12-31,47.30836120138719,British Columbia,Residential
2025-12-31,47.624533472254654,British Columbia,Residential
2026-12-31,47.92653759578248,British Columbia,Residential
2027-12-31,48.21625021839156,British Columbia,Residential
2028-12-31,48.49221853852026,British Columbia,Residential
2029-12-31,48.75302707428009,British Columbia,Residential
2030-12-31,48.99270201227723,British Columbia,Residential
2031-12-31,49.220157423010974,British Columbia,Residential
2032-12-31,49.435188048279045,British Columbia,Residential
2033-12-31,49.63764194369792,British Columbia,Residential
2034-12-31,49.82776435283398,British Columbia,Residential
2035-12-31,50.00611507078436,British Columbia,Residential
2036-12-31,50.17431750333078,British Columbia,Residential
2037-12-31,50.33263555387619,British Columbia,Residential
2038-12-31,50.48148773589797,British Columbia,Residential
2039-12-31,50.6214151846567,British Columbia,Residential
2040-12-31,50.752999020777025,British Columbia,Residential
2041-12-31,50.876833693338305,British Columbia,Residential
2042-12-31,50.99325507939882,British Columbia,Residential
2043-12-31,51.10272167780004,British Columbia,Residential
2044-12-31,51.205654667710306,British Columbia,Residential
2045-12-31,51.30243524293385,British Columbia,Residential
2046-12-31,51.393428603129294,British Columbia,Residential
2047-12-31,51.47900794502806,British Columbia,Residential
2048-12-31,51.559413180814644,British Columbia,Residential
2049-12-31,51.635049495511744,British Columbia,Residential
2050-12-31,51.70614613854009,British Columbia,Residential
2051-12-31,51.77295635053887,British Columbia,Residential
2024-12-31,29.233956288850955,Manitoba,Commercial
2025-12-31,29.470006229572245,Manitoba,Commercial
2026-12-31,29.68563395864119,Manitoba,Commercial
2027-12-31,29.880937336311288,Manitoba,Commercial
2028-12-31,30.04656459210741,Manitoba,Commercial
2029-12-31,30.184995260202626,Manitoba,Commercial
2030-12-31,30.347186397847718,Manitoba,Commercial
2031-12-31,30.49569667205347,Manitoba,Commercial
2032-12-31,30.633105923752776,Manitoba,Commercial
2033-12-31,30.76145576248429,Manitoba,Commercial
2034-12-31,30.883696674891045,Manitoba,Commercial
2035-12-31,31.00228739984224,Manitoba,Commercial
2036-12-31,31.11344930829959,Manitoba,Commercial
2037-12-31,31.218332258241727,Manitoba,Commercial
2038-12-31,31.317700782899124,Manitoba,Commercial
2039-12-31,31.412056416070964,Manitoba,Commercial
2040-12-31,31.50155206440334,Manitoba,Commercial
2041-12-31,31.586116779212475,Manitoba,Commercial
2042-12-31,31.666129768980674,Manitoba,Commercial
2043-12-31,31.741904186519143,Manitoba,Commercial
2044-12-31,31.813641868600723,Manitoba,Commercial
2045-12-31,31.881515293922206,Manitoba,Commercial
2046-12-31,31.945703057446234,Manitoba,Commercial
2047-12-31,32.006433907515365,Manitoba,Commercial
2048-12-31,32.06388888559857,Manitoba,Commercial
2049-12-31,32.118225791354625,Manitoba,Commercial
2050-12-31,32.16960487094863,Manitoba,Commercial
2051-12-31,32.21817658452034,Manitoba,Commercial
2024-12-31,21.70126374012397,Manitoba,Industrial
2025-12-31,21.923808815604858,Manitoba,Industrial
2026-12-31,22.122210820792287,Manitoba,Industrial
2027-12-31,22.296575400528223,Manitoba,Industrial
2028-12-31,22.437162397974266,Manitoba,Industrial
2029-12-31,22.54763119174095,Manitoba,Industrial
2030-12-31,22.697279838307967,Manitoba,Industrial
2031-12-31,22.832801835161597,Manitoba,Industrial
2032-12-31,22.957774227373573,Manitoba,Industrial
2033-12-31,23.075100512149923,Manitoba,Industrial
2034-12-31,23.18862755049679,Manitoba,Industrial
2035-12-31,23.30152270373254,Manitoba,Industrial
2036-12-31,23.40792441907602,Manitoba,Industrial
2037-12-31,23.509335531603128,Manitoba,Industrial
2038-12-31,23.606617071575158,Manitoba,Industrial
2039-12-31,23.700235265055262,Manitoba,Industrial
2040-12-31,23.790195071895177,Manitoba,Industrial
2041-12-31,23.87609672804501,Manitoba,Industrial
2042-12-31,23.958376700457492,Manitoba,Industrial
2043-12-31,24.03725024669796,Manitoba,Industrial
2044-12-31,24.112818547741806,Manitoba,Industrial
2045-12-31,24.185187744416183,Manitoba,Industrial
2046-12-31,24.254438186319206,Manitoba,Industrial
2047-12-31,24.320727596736063,Manitoba,Industrial
2048-12-31,24.38419385954501,Manitoba,Industrial
2049-12-31,24.444921292225548,Manitoba,Industrial
2050-12-31,24.50302297939725,Manitoba,Industrial
2051-12-31,24.558611013709346,Manitoba,Industrial
2024-12-31,39.70187560041795,Manitoba,Residential
2025-12-31,39.97923056882102,Manitoba,Residential
2026-12-31,40.244374740917955,Manitoba,Residential
2027-12-31,40.49474130277613,Manitoba,Residential
2028-12-31,40.71865225628167,Manitoba,Residential
2029-12-31,40.916548248996136,Manitoba,Residential
2030-12-31,41.119991709681194,Manitoba,Residential
2031-12-31,41.31020569072392,Manitoba,Residential
2032-12-31,41.487795035355184,Manitoba,Residential
2033-12-31,41.6535823973876,Manitoba,Residential
2034-12-31,41.80979782208509,Manitoba,Residential
2035-12-31,41.95860601153704,Manitoba,Residential
2036-12-31,42.098177356856766,Manitoba,Residential
2037-12-31,42.229302678002604,Manitoba,Residential
2038-12-31,42.352678968836166,Manitoba,Residential
2039-12-31,42.46891274805432,Manitoba,Residential
2040-12-31,42.57840612750031,Manitoba,Residential
2041-12-31,42.681324978309455,Manitoba,Residential
2042-12-31,42.778114974441344,Manitoba,Residential
2043-12-31,42.869176552273196,Manitoba,Residential
2044-12-31,42.954834752211625,Manitoba,Residential
2045-12-31,43.03538613174101,Manitoba,Residential
2046-12-31,43.11110379182154,Manitoba,Residential
2047-12-31,43.18229769366572,Manitoba,Residential
2048-12-31,43.24923423636968,Manitoba,Residential
2049-12-31,43.31214463424328,Manitoba,Residential
2050-12-31,43.37127853172254,Manitoba,Residential
2051-12-31,43.42685206392318,Manitoba,Residential
2024-12-31,42.64639508196827,New Brunswick,Commercial
2025-12-31,42.77829305322634,New Brunswick,Commercial
2026-12-31,42.87787654337913,New Brunswick,Commercial
2027-12-31,42.95536617463197,New Brunswick,Commercial
2028-12-31,43.020771904130136,New Brunswick,Commercial
2029-12-31,43.08240826815898,New Brunswick,Commercial
2030-12-31,43.14043062017601,New Brunswick,Commercial
2031-12-31,43.192756358103644,New Brunswick,Commercial
2032-12-31,43.24042437812839,New Brunswick,Commercial
2033-12-31,43.284020983236985,New Brunswick,Commercial
2034-12-31,43.32387852401502,New Brunswick,Commercial
2035-12-31,43.360288949529746,New Brunswick,Commercial
2036-12-31,43.39354757564157,New Brunswick,Commercial
2037-12-31,43.42393047939266,New Brunswick,Commercial
2038-12-31,43.45169690385919,New Brunswick,Commercial
2039-12-31,43.4770652096285,New Brunswick,Commercial
2040-12-31,43.500239328174246,New Brunswick,Commercial
2041-12-31,43.521421748058714,New Brunswick,Commercial
2042-12-31,43.54077263244398,New Brunswick,Commercial
2043-12-31,43.55845743516717,New Brunswick,Commercial
2044-12-31,43.57462285221757,New Brunswick,Commercial
2045-12-31,43.589385278445725,New Brunswick,Commercial
2046-12-31,43.602878423638586,New Brunswick,Commercial
2047-12-31,43.61521339197166,New Brunswick,Commercial
2048-12-31,43.62648349171356,New Brunswick,Commercial
2049-12-31,43.63678539792607,New Brunswick,Commercial
2050-12-31,43.64619318005954,New Brunswick,Commercial
2051-12-31,43.65479629861892,New Brunswick,Commercial
2024-12-31,27.88902895313927,New Brunswick,Industrial
2025-12-31,27.839482347256503,New Brunswick,Industrial
2026-12-31,27.742745595897148,New Brunswick,Industrial
2027-12-31,27.618503408891634,New Brunswick,Industrial
2028-12-31,27.480918534656418,New Brunswick,Industrial
2029-12-31,27.339050542428456,New Brunswick,Industrial
2030-12-31,27.250439203649858,New Brunswick,Industrial
2031-12-31,27.166748231991726,New Brunswick,Industrial
2032-12-31,27.090935682153756,New Brunswick,Industrial
2033-12-31,27.02409648168094,New Brunswick,Industrial
2034-12-31,26.96622090652758,New Brunswick,Industrial
2035-12-31,26.916696990084763,New Brunswick,Industrial
2036-12-31,26.87309436919904,New Brunswick,Industrial
2037-12-31,26.834976110083957,New Brunswick,Industrial
2038-12-31,26.80176006653738,New Brunswick,Industrial
2039-12-31,26.772840106377803,New Brunswick,Industrial
2040-12-31,26.74763213859396,New Brunswick,Industrial
2041-12-31,26.725633105888683,New Brunswick,Industrial
2042-12-31,26.706450156815986,New Brunswick,Industrial
2043-12-31,26.689724798224674,New Brunswick,Industrial
2044-12-31,26.675144564113154,New Brunswick,Industrial
2045-12-31,26.662426160616917,New Brunswick,Industrial
2046-12-31,26.65133491409991,New Brunswick,Industrial
2047-12-31,26.641667267872304,New Brunswick,Industrial
2048-12-31,26.633238465065936,New Brunswick,Industrial
2049-12-31,26.625883196904038,New Brunswick,Industrial
2050-12-31,26.619469864634894,New Brunswick,Industrial
2051-12-31,26.613882427979913,New Brunswick,Industrial
2024-12-31,52.37177238388083,New Brunswick,Residential
2025-12-31,52.30729933240779,New Brunswick,Residential
2026-12-31,52.17198892458563,New Brunswick,Residential
2027-12-31,51.98939403234367,New Brunswick,Residential
2028-12-31,51.775810470676774,New Brunswick,Residential
2029-12-31,51.54028175138376,New Brunswick,Residential
2030-12-31,51.40030982775531,New Brunswick,Residential
2031-12-31,51.262368701141384,New Brunswick,Residential
2032-12-31,51.13273425688513,New Brunswick,Residential
2033-12-31,51.01482348209805,New Brunswick,Residential
2034-12-31,50.910223174634694,New Brunswick,Residential
2035-12-31,50.819503783094625,New Brunswick,Residential
2036-12-31,50.737219424847126,New Brunswick,Residential
2037-12-31,50.66333967596688,New Brunswick,Residential
2038-12-31,50.597351132714266,New Brunswick,Residential
2039-12-31,50.53851601490048,New Brunswick,Residential
2040-12-31,50.485985304859796,New Brunswick,Residential
2041-12-31,50.438948014833144,New Brunswick,Residential
2042-12-31,50.39690595304354,New Brunswick,Residential
2043-12-31,50.359344765003705,New Brunswick,Residential
2044-12-31,50.325777667908646,New Brunswick,Residential
2045-12-31,50.29577302231801,New Brunswick,Residential
2046-12-31,50.26895528290373,New Brunswick,Residential
2047-12-31,50.24498313125373,New Brunswick,Residential
2048-12-31,50.22355803260089,New Brunswick,Residential
2049-12-31,50.204403319374414,New Brunswick,Residential
2050-12-31,50.18729271362979,New Brunswick,Residential
2051-12-31,50.17198947919818,New Brunswick,Residential
2024-12-31,44.75692797233931,Newfoundland and Labrador,Commercial
2025-12-31,45.20782317279149,Newfoundland and Labrador,Commercial
2026-12-31,45.665121932554506,Newfoundland and Labrador,Commercial
2027-12-31,46.13073742379045,Newfoundland and Labrador,Commercial
2028-12-31,46.60399548107078,Newfoundland and Labrador,Commercial
2029-12-31,47.0827339161742,Newfoundland and Labrador,Commercial
2030-12-31,47.54779873775079,Newfoundland and Labrador,Commercial
2031-12-31,48.013426376111575,Newfoundland and Labrador,Commercial
2032-12-31,48.47891432253671,Newfoundland and Labrador,Commercial
2033-12-31,48.943553994743944,Newfoundland and Labrador,Commercial
2034-12-31,49.40670766867924,Newfoundland and Labrador,Commercial
2035-12-31,49.8680008079934,Newfoundland and Labrador,Commercial
2036-12-31,50.32833432444529,Newfoundland and Labrador,Commercial
2037-12-31,50.78757055062008,Newfoundland and Labrador,Commercial
2038-12-31,51.24566899610165,Newfoundland and Labrador,Commercial
2039-12-31,51.70260739116111,Newfoundland and Labrador,Commercial
2040-12-31,52.15843634881863,Newfoundland and Labrador,Commercial
2041-12-31,52.613242923468896,Newfoundland and Labrador,Commercial
2042-12-31,53.06701901702867,Newfoundland and Labrador,Commercial
2043-12-31,53.51975855593553,Newfoundland and Labrador,Commercial
2044-12-31,53.971489883480785,Newfoundland and Labrador,Commercial
2045-12-31,54.42224539199732,Newfoundland and Labrador,Commercial
2046-12-31,54.87198661558982,Newfoundland and Labrador,Commercial
2047-12-31,55.32078441248651,Newfoundland and Labrador,Commercial
2048-12-31,55.76859424322964,Newfoundland and Labrador,Commercial
2049-12-31,56.21542825494407,Newfoundland and Labrador,Commercial
2050-12-31,56.661284423108974,Newfoundland and Labrador,Commercial
2051-12-31,57.10616072320355,Newfoundland and Labrador,Commercial
2024-12-31,42.75226559146673,Newfoundland and Labrador,Industrial
2025-12-31,43.21002532165147,Newfoundland and Labrador,Industrial
2026-12-31,43.67601543938735,Newfoundland and Labrador,Industrial
2027-12-31,44.15220708791139,Newfoundland and Labrador,Industrial
2028-12-31,44.63773573071613,Newfoundland and Labrador,Industrial
2029-12-31,45.13018807589356,Newfoundland and Labrador,Industrial
2030-12-31,45.59244833612577,Newfoundland and Labrador,Industrial
2031-12-31,46.0529301212569,Newfoundland and Labrador,Industrial
2032-12-31,46.51006244494765,Newfoundland and Labrador,Industrial
2033-12-31,46.962350894092246,Newfoundland and Labrador,Industrial
2034-12-31,47.40842209069598,Newfoundland and Labrador,Industrial
2035-12-31,47.84716201771634,Newfoundland and Labrador,Industrial
2036-12-31,48.28089998351491,Newfoundland and Labrador,Industrial
2037-12-31,48.70930746421883,Newfoundland and Labrador,Industrial
2038-12-31,49.1321670906491,Newfoundland and Labrador,Industrial
2039-12-31,49.54950356384877,Newfoundland and Labrador,Industrial
2040-12-31,49.961418158094446,Newfoundland and Labrador,Industrial
2041-12-31,50.368118362147904,Newfoundland and Labrador,Industrial
2042-12-31,50.76958688527901,Newfoundland and Labrador,Industrial
2043-12-31,51.165905240929895,Newfoundland and Labrador,Industrial
2044-12-31,51.557140121916845,Newfoundland and Labrador,Industrial
2045-12-31,51.943306348865704,Newfoundland and Labrador,Industrial
2046-12-31,52.324547187826276,Newfoundland and Labrador,Industrial
2047-12-31,52.700825587233965,Newfoundland and Labrador,Industrial
2048-12-31,53.07226505230412,Newfoundland and Labrador,Industrial
2049-12-31,53.43889769439273,Newfoundland and Labrador,Industrial
2050-12-31,53.800780325898856,Newfoundland and Labrador,Industrial
2051-12-31,54.15796481901295,Newfoundland and Labrador,Industrial
2024-12-31,63.46022306640339,Newfoundland and Labrador,Residential
2025-12-31,63.43370109440055,Newfoundland and Labrador,Residential
2026-12-31,63.31305273191589,Newfoundland and Labrador,Residential
2027-12-31,63.118847771343574,Newfoundland and Labrador,Residential
2028-12-31,62.86320606496412,Newfoundland and Labrador,Residential
2029-12-31,62.54813561632076,Newfoundland and Labrador,Residential
2030-12-31,62.371137450338495,Newfoundland and Labrador,Residential
2031-12-31,62.17539628542944,Newfoundland and Labrador,Residential
2032-12-31,61.97381721753614,Newfoundland and Labrador,Residential
2033-12-31,61.775576659598876,Newfoundland and Labrador,Residential
2034-12-31,61.58762589542832,Newfoundland and Labrador,Residential
2035-12-31,61.41615708554439,Newfoundland and Labrador,Residential
2036-12-31,61.24754192622436,Newfoundland and Labrador,Residential
2037-12-31,61.08458019476631,Newfoundland and Labrador,Residential
2038-12-31,60.92852566899237,Newfoundland and Labrador,Residential
2039-12-31,60.779535071130304,Newfoundland and Labrador,Residential
2040-12-31,60.63705824085972,Newfoundland and Labrador,Residential
2041-12-31,60.4999475143669,Newfoundland and Labrador,Residential
2042-12-31,60.36841675219179,Newfoundland and Labrador,Residential
2043-12-31,60.24239085826694,Newfoundland and Labrador,Residential
2044-12-31,60.121606996356185,Newfoundland and Labrador,Residential
2045-12-31,60.0057794748985,Newfoundland and Labrador,Residential
2046-12-31,59.894643825134544,Newfoundland and Labrador,Residential
2047-12-31,59.78810209567195,Newfoundland and Labrador,Residential
2048-12-31,59.68593389587793,Newfoundland and Labrador,Residential
2049-12-31,59.5879514855838,Newfoundland and Labrador,Residential
2050-12-31,59.49400304013142,Newfoundland and Labrador,Residential
2051-12-31,59.40388449412004,Newfoundland and Labrador,Residential
2024-12-31,46.45483481038224,Northwest Territories,Commercial
2025-12-31,46.46738416013736,Northwest Territories,Commercial
2026-12-31,46.40336147711055,Northwest Territories,Commercial
2027-12-31,46.286483388917404,Northwest Territories,Commercial
2028-12-31,46.13486633590104,Northwest Territories,Commercial
2029-12-31,45.957352839151184,Northwest Territories,Commercial
2030-12-31,45.88385309170399,Northwest Territories,Commercial
2031-12-31,45.8091378970497,Northwest Territories,Commercial
2032-12-31,45.73976268125174,Northwest Territories,Commercial
2033-12-31,45.679275637142844,Northwest Territories,Commercial
2034-12-31,45.62926997063953,Northwest Territories,Commercial
2035-12-31,45.59028778260882,Northwest Territories,Commercial
2036-12-31,45.55631688911928,Northwest Territories,Commercial
2037-12-31,45.527461145284384,Northwest Territories,Commercial
2038-12-31,45.50328687041052,Northwest Territories,Commercial
2039-12-31,45.48313783713236,Northwest Territories,Commercial
2040-12-31,45.46630531989534,Northwest Territories,Commercial
2041-12-31,45.4520805931449,Northwest Territories,Commercial
2042-12-31,45.44015209154063,Northwest Territories,Commercial
2043-12-31,45.43014662143303,Northwest Territories,Commercial
2044-12-31,45.42176631266149,Northwest Territories,Commercial
2045-12-31,45.41471786012533,Northwest Territories,Commercial
2046-12-31,45.40880724877741,Northwest Territories,Commercial
2047-12-31,45.403843887365525,Northwest Territories,Commercial
2048-12-31,45.39967028132201,Northwest Territories,Commercial
2049-12-31,45.396180293003425,Northwest Territories,Commercial
2050-12-31,45.39324381820169,Northwest Territories,Commercial
2051-12-31,45.39078781595787,Northwest Territories,Commercial
2024-12-31,40.15644651709608,Northwest Territories,Industrial
2025-12-31,40.17436331424674,Northwest Territories,Industrial
2026-12-31,40.115136010459594,Northwest Territories,Industrial
2027-12-31,40.00301872329863,Northwest Territories,Industrial
2028-12-31,39.855437992012114,Northwest Territories,Industrial
2029-12-31,39.6812763289299,Northwest Territories,Industrial
2030-12-31,39.61044443497167,Northwest Territories,Industrial
2031-12-31,39.53789827618765,Northwest Territories,Industrial
2032-12-31,39.470314750291045,Northwest Territories,Industrial
2033-12-31,39.411278526978116,Northwest Territories,Industrial
2034-12-31,39.36244709287659,Northwest Territories,Industrial
2035-12-31,39.324436273057664,Northwest Territories,Industrial
2036-12-31,39.2912767135069,Northwest Territories,Industrial
2037-12-31,39.263068867959326,Northwest Territories,Industrial
2038-12-31,39.23942293224754,Northwest Territories,Industrial
2039-12-31,39.21970997863928,Northwest Territories,Industrial
2040-12-31,39.203217003993615,Northwest Territories,Industrial
2041-12-31,39.18930306980561,Northwest Territories,Industrial
2042-12-31,39.17760348534164,Northwest Territories,Industrial
2043-12-31,39.16779068407447,Northwest Territories,Industrial
2044-12-31,39.15954583458427,Northwest Territories,Industrial
2045-12-31,39.15263745652515,Northwest Territories,Industrial
2046-12-31,39.14682751822064,Northwest Territories,Industrial
2047-12-31,39.14193804185763,Northwest Territories,Industrial
2048-12-31,39.13785874670528,Northwest Territories,Industrial
2049-12-31,39.13441929816944,Northwest Territories,Industrial
2050-12-31,39.13153016139933,Northwest Territories,Industrial
2051-12-31,39.12908651510625,Northwest Territories,Industrial
2024-12-31,65.53095593012615,Northwest Territories,Residential
2025-12-31,66.04019194141912,Northwest Territories,Residential
2026-12-31,66.50605802756212,Northwest Territories,Residential
2027-12-31,66.9274038492487,Northwest Territories,Residential
2028-12-31,67.30413094662383,Northwest Territories,Residential
2029-12-31,67.62989850502257,Northwest Territories,Residential
2030-12-31,67.9341591490842,Northwest Territories,Residential
2031-12-31,68.20803836387395,Northwest Territories,Residential
2032-12-31,68.45401405574381,Northwest Territories,Residential
2033-12-31,68.6748693565964,Northwest Territories,Residential
2034-12-31,68.87338411633915,Northwest Territories,Residential
2035-12-31,69.05307335179721,Northwest Territories,Residential
2036-12-31,69.21470504983992,Northwest Territories,Residential
2037-12-31,69.36011056377113,Northwest Territories,Residential
2038-12-31,69.49098012110245,Northwest Territories,Residential
2039-12-31,69.60881687562092,Northwest Territories,Residential
2040-12-31,69.71495659935998,Northwest Territories,Residential
2041-12-31,69.81046594074928,Northwest Territories,Residential
2042-12-31,69.89642795819435,Northwest Territories,Residential
2043-12-31,69.97381412226495,Northwest Territories,Residential
2044-12-31,70.0434186757918,Northwest Territories,Residential
2045-12-31,70.10610150150893,Northwest Territories,Residential
2046-12-31,70.16249602448383,Northwest Territories,Residential
2047-12-31,70.2132816177163,Northwest Territories,Residential
2048-12-31,70.25893417050574,Northwest Territories,Residential
2049-12-31,70.30003787799207,Northwest Territories,Residential
2050-12-31,70.33700955356166,Northwest Territories,Residential
2051-12-31,70.37030539454288,Northwest Territories,Residential
2024-12-31,56.98790512638117,Nova Scotia,Commercial
2025-12-31,57.276856772098924,Nova Scotia,Commercial
2026-12-31,57.56769998144458,Nova Scotia,Commercial
2027-12-31,57.86001505463013,Nova Scotia,Commercial
2028-12-31,58.15028700593099,Nova Scotia,Commercial
2029-12-31,58.4334298899994,Nova Scotia,Commercial
2030-12-31,58.672553844218356,Nova Scotia,Commercial
2031-12-31,58.902983600745394,Nova Scotia,Commercial
2032-12-31,59.12237583576413,Nova Scotia,Commercial
2033-12-31,59.329063408449976,Nova Scotia,Commercial
2034-12-31,59.521999983914746,Nova Scotia,Commercial
2035-12-31,59.700891189390475,Nova Scotia,Commercial
2036-12-31,59.86968919788093,Nova Scotia,Commercial
