,Predicción,Province,Sector
2024-12-31,115.86914935386181,British Columbia,Residential
2025-12-31,117.76320736443998,British Columbia,Residential
2026-12-31,119.89359712454082,British Columbia,Residential
2027-12-31,122.23987154768706,British Columbia,Residential
2028-12-31,124.80219738458396,British Columbia,Residential
2029-12-31,127.59077517837287,British Columbia,Residential
2030-12-31,130.0725834247351,British Columbia,Residential
2031-12-31,132.6886202387929,British Columbia,Residential
2032-12-31,135.39952095406056,British Columbia,Residential
2033-12-31,138.1733096853018,British Columbia,Residential
2034-12-31,140.9784302990556,British Columbia,Residential
2035-12-31,143.77996864765885,British Columbia,Residential
2036-12-31,146.63953049166204,British Columbia,Residential
2037-12-31,149.53727249714137,British Columbia,Residential
2038-12-31,152.46073436139824,British Columbia,Residential
2039-12-31,155.4021018013835,British Columbia,Residential
2040-12-31,158.358574555254,British Columbia,Residential
2041-12-31,161.33267113366128,British Columbia,Residential
2042-12-31,164.31494424664976,British Columbia,Residential
2043-12-31,167.29897686707974,British Columbia,Residential
2044-12-31,170.27946747252943,British Columbia,Residential
2045-12-31,173.25142504189017,British Columbia,Residential
2046-12-31,176.20967455327514,British Columbia,Residential
2047-12-31,179.14774147930146,British Columbia,Residential
2048-12-31,182.05984129550458,British Columbia,Residential
2049-12-31,184.94037347819807,British Columbia,Residential
2050-12-31,187.78394450457097,British Columbia,Residential
2051-12-31,190.58493085083964,British Columbia,Residential
2024-12-31,807.858214130944,Canada,Commercial
2025-12-31,814.7579077088654,Canada,Commercial
2026-12-31,820.2420694450498,Canada,Commercial
2027-12-31,824.44215988065,Canada,Commercial
2028-12-31,827.3888977622032,Canada,Commercial
2029-12-31,829.0632194648862,Canada,Commercial
2030-12-31,833.4194654520035,Canada,Commercial
2031-12-31,837.0439544310808,Canada,Commercial
2032-12-31,840.2519516746164,Canada,Commercial
2033-12-31,843.2925767544508,Canada,Commercial
2034-12-31,846.3933930371165,Canada,Commercial
2035-12-31,849.7911956687212,Canada,Commercial
2036-12-31,852.9563574550272,Canada,Commercial
2037-12-31,856.0326172040225,Canada,Commercial
2038-12-31,859.093413722229,Canada,Commercial
2039-12-31,862.1629342721343,Canada,Commercial
2040-12-31,865.2226691356898,Canada,Commercial
2041-12-31,868.2097498939872,Canada,Commercial
2042-12-31,871.1641963114859,Canada,Commercial
2043-12-31,874.0962556635142,Canada,Commercial
2044-12-31,877.0023737149359,Canada,Commercial
2045-12-31,879.8755343132734,Canada,Commercial
2046-12-31,882.710936933148,Canada,Commercial
2047-12-31,885.5168901761771,Canada,Commercial
2048-12-31,888.293717154646,Canada,Commercial
2049-12-31,891.039433035946,Canada,Commercial
2050-12-31,893.7534377544046,Canada,Commercial
2051-12-31,896.4357313100219,Canada,Commercial
2024-12-31,1356.128482758999,Canada,Industrial
2025-12-31,1374.5492629984021,Canada,Industrial
2026-12-31,1395.2478092294932,Canada,Industrial
2027-12-31,1418.0527160260083,Canada,Industrial
2028-12-31,1442.7661844518782,Canada,Industrial
2029-12-31,1469.4269818794728,Canada,Industrial
2030-12-31,1493.4736027365925,Canada,Industrial
2031-12-31,1518.4281481400133,Canada,Industrial
2032-12-31,1543.9977903273702,Canada,Industrial
2033-12-31,1569.9414523211124,Canada,Industrial
2034-12-31,1596.0566416510942,Canada,Industrial
2035-12-31,1622.1369037729503,Canada,Industrial
2036-12-31,1648.4957301899792,Canada,Industrial
2037-12-31,1675.0251086634398,Canada,Industrial
2038-12-31,1701.6547580921651,Canada,Industrial
2039-12-31,1728.3381698203088,Canada,Industrial
2040-12-31,1755.0483407881857,Canada,Industrial
2041-12-31,1781.7762496575715,Canada,Industrial
2042-12-31,1808.4730105280878,Canada,Industrial
2043-12-31,1835.0993683874608,Canada,Industrial
2044-12-31,1861.619176927805,Canada,Industrial
2045-12-31,1887.997447986007,Canada,Industrial
2046-12-31,1914.1998029488327,Canada,Industrial
2047-12-31,1940.1899126434328,Canada,Industrial
2048-12-31,1965.9292535173895,Canada,Industrial
2049-12-31,1991.3867385268213,Canada,Industrial
2050-12-31,2016.5261604088546,Canada,Industrial
2051-12-31,2041.3161882996562,Canada,Industrial
2024-12-31,906.1367493814469,Canada,Residential
2025-12-31,914.1087581892014,Canada,Residential
2026-12-31,923.8476894550323,Canada,Residential
2027-12-31,935.0571850502014,Canada,Residential
2028-12-31,947.6432504829406,Canada,Residential
2029-12-31,961.6334751457214,Canada,Residential
2030-12-31,972.4864627655029,Canada,Residential
2031-12-31,984.1704462005615,Canada,Residential
2032-12-31,996.2730758823394,Canada,Residential
2033-12-31,1008.4938925561905,Canada,Residential
2034-12-31,1020.5728268438339,Canada,Residential
2035-12-31,1032.2409028814316,Canada,Residential
2036-12-31,1044.0982520935058,Canada,Residential
2037-12-31,1055.964549216652,Canada,Residential
2038-12-31,1067.7488652471543,Canada,Residential
2039-12-31,1079.419592517662,Canada,Residential
2040-12-31,1090.9917270643234,Canada,Residential
2041-12-31,1102.5282770942688,Canada,Residential
2042-12-31,1113.9753480134964,Canada,Residential
2043-12-31,1125.3144640426635,Canada,Residential
2044-12-31,1136.5430153743744,Canada,Residential
2045-12-31,1147.6628661567688,Canada,Residential
2046-12-31,1158.6711166038513,Canada,Residential
2047-12-31,1169.5519421691895,Canada,Residential
2048-12-31,1180.2992533021927,Canada,Residential
2049-12-31,1190.9085760473251,Canada,Residential
2050-12-31,1201.3742765346526,Canada,Residential
2051-12-31,1211.6913008514405,Canada,Residential
2024-12-31,36.187722332882885,Manitoba,Commercial
2025-12-31,36.559094930934904,Manitoba,Commercial
2026-12-31,36.97357031536102,Manitoba,Commercial
2027-12-31,37.41991135919094,Manitoba,Commercial
2028-12-31,37.90222871010304,Manitoba,Commercial
2029-12-31,38.415807333111765,Manitoba,Commercial
2030-12-31,38.852109849715234,Manitoba,Commercial
2031-12-31,39.298446823596954,Manitoba,Commercial
2032-12-31,39.747817943859104,Manitoba,Commercial
2033-12-31,40.19526397862435,Manitoba,Commercial
2034-12-31,40.635626268553736,Manitoba,Commercial
2035-12-31,41.06448891985416,Manitoba,Commercial
2036-12-31,41.490903497314456,Manitoba,Commercial
2037-12-31,41.91279636232853,Manitoba,Commercial
2038-12-31,42.32910118846893,Manitoba,Commercial
2039-12-31,42.73944557547569,Manitoba,Commercial
2040-12-31,43.14392109718323,Manitoba,Commercial
2041-12-31,43.54337837276459,Manitoba,Commercial
2042-12-31,43.93743686206341,Manitoba,Commercial
2043-12-31,44.32592969720364,Manitoba,Commercial
2044-12-31,44.708924032330515,Manitoba,Commercial
2045-12-31,45.08645039205551,Manitoba,Commercial
2046-12-31,45.45856372067929,Manitoba,Commercial
2047-12-31,45.82524977338314,Manitoba,Commercial
2048-12-31,46.186478025555616,Manitoba,Commercial
2049-12-31,46.54226475698948,Manitoba,Commercial
2050-12-31,46.8926608420372,Manitoba,Commercial
2051-12-31,47.23762558121682,Manitoba,Commercial
2024-12-31,32.852400688743586,Manitoba,Industrial
2025-12-31,33.23485973745584,Manitoba,Industrial
2026-12-31,33.638930381321906,Manitoba,Industrial
2027-12-31,34.063865669584274,Manitoba,Industrial
2028-12-31,34.50741934707165,Manitoba,Industrial
2029-12-31,34.96817315285205,Manitoba,Industrial
2030-12-31,35.43042626304626,Manitoba,Industrial
2031-12-31,35.905907020199294,Manitoba,Industrial
2032-12-31,36.39428584748506,Manitoba,Industrial
2033-12-31,36.895445231854914,Manitoba,Industrial
2034-12-31,37.40942704577446,Manitoba,Industrial
2035-12-31,37.936555463171,Manitoba,Industrial
2036-12-31,38.47769900002479,Manitoba,Industrial
2037-12-31,39.033250717222685,Manitoba,Industrial
2038-12-31,39.60369687565564,Manitoba,Industrial
2039-12-31,40.189531840562815,Manitoba,Industrial
2040-12-31,40.79131751341819,Manitoba,Industrial
2041-12-31,41.40958607975244,Manitoba,Industrial
2042-12-31,42.04487647871971,Manitoba,Industrial
2043-12-31,42.697776275563236,Manitoba,Industrial
2044-12-31,43.36882981233596,Manitoba,Industrial
2045-12-31,44.05863140790462,Manitoba,Industrial
2046-12-31,44.76773485939502,Manitoba,Industrial
2047-12-31,45.496726381325715,Manitoba,Industrial
2048-12-31,46.246184083867064,Manitoba,Industrial
2049-12-31,47.016669868493075,Manitoba,Industrial
2050-12-31,47.80874023377895,Manitoba,Industrial
2051-12-31,48.62295978264808,Manitoba,Industrial
2024-12-31,49.745274806618696,Manitoba,Residential
2025-12-31,50.26314683158398,Manitoba,Residential
2026-12-31,50.91942628552914,Manitoba,Residential
2027-12-31,51.6932236281395,Manitoba,Residential
2028-12-31,52.575549041676524,Manitoba,Residential
2029-12-31,53.57059343936444,Manitoba,Residential
2030-12-31,54.30396748940945,Manitoba,Residential
2031-12-31,55.10589174458981,Manitoba,Residential
2032-12-31,55.9412165052414,Manitoba,Residential
2033-12-31,56.78457520427705,Manitoba,Residential
2034-12-31,57.614538587188726,Manitoba,Residential
2035-12-31,58.4085459504366,Manitoba,Residential
2036-12-31,59.21863744690419,Manitoba,Residential
2037-12-31,60.028937025952345,Manitoba,Residential
2038-12-31,60.831865929842,Manitoba,Residential
2039-12-31,61.62514500405789,Manitoba,Residential
2040-12-31,62.41029910376073,Manitoba,Residential
2041-12-31,63.193291095399864,Manitoba,Residential
2042-12-31,63.96942936704159,Manitoba,Residential
2043-12-31,64.73740689997673,Manitoba,Residential
2044-12-31,65.49738951001169,Manitoba,Residential
2045-12-31,66.24975759811402,Manitoba,Residential
2046-12-31,66.99458919525148,Manitoba,Residential
2047-12-31,67.73061629819871,Manitoba,Residential
2048-12-31,68.45768934760095,Manitoba,Residential
2049-12-31,69.17561651732922,Manitoba,Residential
2050-12-31,69.88417997093201,Manitoba,Residential
2051-12-31,70.58305132808687,Manitoba,Residential
2024-12-31,18.41832963848114,New Brunswick,Commercial
2025-12-31,18.671531657040116,New Brunswick,Commercial
2026-12-31,18.978318915212153,New Brunswick,Commercial
2027-12-31,19.343164929974076,New Brunswick,Commercial
2028-12-31,19.749239844441412,New Brunswick,Commercial
2029-12-31,20.211564715886116,New Brunswick,Commercial
2030-12-31,20.58214597812891,New Brunswick,Commercial
2031-12-31,20.9856794752717,New Brunswick,Commercial
2032-12-31,21.40982802081108,New Brunswick,Commercial
2033-12-31,21.843915986061095,New Brunswick,Commercial
2034-12-31,22.281530571866032,New Brunswick,Commercial
2035-12-31,22.71351046556234,New Brunswick,Commercial
2036-12-31,23.158874997556207,New Brunswick,Commercial
2037-12-31,23.611709357202052,New Brunswick,Commercial
2038-12-31,24.069097438704965,New Brunswick,Commercial
2039-12-31,24.53021325150728,New Brunswick,Commercial
2040-12-31,24.99530339568853,New Brunswick,Commercial
2041-12-31,25.46622335728407,New Brunswick,Commercial
2042-12-31,25.941063781309126,New Brunswick,Commercial
2043-12-31,26.41905494033098,New Brunswick,Commercial
2044-12-31,26.899972978937623,New Brunswick,Commercial
2045-12-31,27.383543764030932,New Brunswick,Commercial
2046-12-31,27.869397395491596,New Brunswick,Commercial
2047-12-31,28.356731824517247,New Brunswick,Commercial
2048-12-31,28.844966463541983,New Brunswick,Commercial
2049-12-31,29.333663178443906,New Brunswick,Commercial
2050-12-31,29.822204271936414,New Brunswick,Commercial
2051-12-31,30.31000317101478,New Brunswick,Commercial
2024-12-31,22.878906744670868,New Brunswick,Industrial
2025-12-31,23.09421284253597,New Brunswick,Industrial
2026-12-31,23.328002935528755,New Brunswick,Industrial
2027-12-31,23.569217736983298,New Brunswick,Industrial
2028-12-31,23.807677874088288,New Brunswick,Industrial
2029-12-31,24.03429864258766,New Brunswick,Industrial
2030-12-31,24.26034479715824,New Brunswick,Industrial
2031-12-31,24.481925214791296,New Brunswick,Industrial
2032-12-31,24.69911070649624,New Brunswick,Industrial
2033-12-31,24.91230292160511,New Brunswick,Industrial
2034-12-31,25.121812964224816,New Brunswick,Industrial
2035-12-31,25.32749921233654,New Brunswick,Industrial
2036-12-31,25.52954275639057,New Brunswick,Industrial
2037-12-31,25.728035302448273,New Brunswick,Industrial
2038-12-31,25.923067395734787,New Brunswick,Industrial
2039-12-31,26.11471565144062,New Brunswick,Industrial
2040-12-31,26.30306481060982,New Brunswick,Industrial
2041-12-31,26.488197292613982,New Brunswick,Industrial
2042-12-31,26.670192034316063,New Brunswick,Industrial
2043-12-31,26.849127972579,New Brunswick,Industrial
2044-12-31,27.02506663172245,New Brunswick,Industrial
2045-12-31,27.19808230526447,New Brunswick,Industrial
2046-12-31,27.368244643378258,New Brunswick,Industrial
2047-12-31,27.535609366202355,New Brunswick,Industrial
2048-12-31,27.70025308892727,New Brunswick,Industrial
2049-12-31,27.86223501420021,New Brunswick,Industrial
2050-12-31,28.021591127943992,New Brunswick,Industrial
2051-12-31,28.17839572367668,New Brunswick,Industrial
2024-12-31,26.57440988769531,New Brunswick,Residential
2025-12-31,26.719166702270506,New Brunswick,Residential
2026-12-31,26.89318734741211,New Brunswick,Residential
2027-12-31,27.09190744628906,New Brunswick,Residential
2028-12-31,27.315574865722656,New Brunswick,Residential
2029-12-31,27.56507570800781,New Brunswick,Residential
2030-12-31,27.7620417388916,New Brunswick,Residential
2031-12-31,27.96810888671875,New Brunswick,Residential
2032-12-31,28.17852622680664,New Brunswick,Residential
2033-12-31,28.38958957519531,New Brunswick,Residential
2034-12-31,28.597753659057616,New Brunswick,Residential
2035-12-31,28.799394613647458,New Brunswick,Residential
2036-12-31,29.001269616699215,New Brunswick,Residential
2037-12-31,29.20180769348144,New Brunswick,Residential
2038-12-31,29.400133105468747,New Brunswick,Residential
2039-12-31,29.595883120727535,New Brunswick,Residential
2040-12-31,29.789141513061523,New Brunswick,Residential
2041-12-31,29.980455834960935,New Brunswick,Residential
2042-12-31,30.169480627441406,New Brunswick,Residential
2043-12-31,30.356076843261718,New Brunswick,Residential
2044-12-31,30.540211663818358,New Brunswick,Residential
2045-12-31,30.72188854370117,New Brunswick,Residential
2046-12-31,30.901111801147458,New Brunswick,Residential
2047-12-31,31.07779507141113,New Brunswick,Residential
2048-12-31,31.251890853881832,New Brunswick,Residential
2049-12-31,31.423387921142574,New Brunswick,Residential
2050-12-31,31.592256045532224,New Brunswick,Residential
2051-12-31,31.75846068115234,New Brunswick,Residential
2024-12-31,10.302381970477104,Newfoundland and Labrador,Commercial
2025-12-31,10.348195527338982,Newfoundland and Labrador,Commercial
2026-12-31,10.396201799917222,Newfoundland and Labrador,Commercial
2027-12-31,10.43970864174366,Newfoundland and Labrador,Commercial
2028-12-31,10.478415274953843,Newfoundland and Labrador,Commercial
2029-12-31,10.51800459780693,Newfoundland and Labrador,Commercial
2030-12-31,10.555179646945,Newfoundland and Labrador,Commercial
2031-12-31,10.590774163150787,Newfoundland and Labrador,Commercial
2032-12-31,10.624257437729836,Newfoundland and Labrador,Commercial
2033-12-31,10.656059061336517,Newfoundland and Labrador,Commercial
2034-12-31,10.686627302479744,Newfoundland and Labrador,Commercial
2035-12-31,10.715626603841782,Newfoundland and Labrador,Commercial
2036-12-31,10.74320542216301,Newfoundland and Labrador,Commercial
2037-12-31,10.769405621600152,Newfoundland and Labrador,Commercial
2038-12-31,10.794347320079803,Newfoundland and Labrador,Commercial
2039-12-31,10.818097822284699,Newfoundland and Labrador,Commercial
2040-12-31,10.840670009493827,Newfoundland and Labrador,Commercial
2041-12-31,10.862133118581772,Newfoundland and Labrador,Commercial
2042-12-31,10.882543505144119,Newfoundland and Labrador,Commercial
2043-12-31,10.901950440073014,Newfoundland and Labrador,Commercial
2044-12-31,10.92040609254837,Newfoundland and Labrador,Commercial
2045-12-31,10.937946530151367,Newfoundland and Labrador,Commercial
2046-12-31,10.954621023774147,Newfoundland and Labrador,Commercial
2047-12-31,10.970472725701333,Newfoundland and Labrador,Commercial
2048-12-31,10.985538991641999,Newfoundland and Labrador,Commercial
2049-12-31,10.999856211209297,Newfoundland and Labrador,Commercial
2050-12-31,11.013463994336128,Newfoundland and Labrador,Commercial
2051-12-31,11.026396154379844,Newfoundland and Labrador,Commercial
2024-12-31,21.226483338069915,Newfoundland and Labrador,Industrial
2025-12-31,21.488937721920014,Newfoundland and Labrador,Industrial
2026-12-31,21.759566546440123,Newfoundland and Labrador,Industrial
2027-12-31,22.034778060531615,Newfoundland and Labrador,Industrial
2028-12-31,22.31144230966568,Newfoundland and Labrador,Industrial
2029-12-31,22.587208621025084,Newfoundland and Labrador,Industrial
2030-12-31,22.860606087017057,Newfoundland and Labrador,Industrial
2031-12-31,23.133708516311646,Newfoundland and Labrador,Industrial
2032-12-31,23.406162078666686,Newfoundland and Labrador,Industrial
2033-12-31,23.67786949748993,Newfoundland and Labrador,Industrial
2034-12-31,23.9488211520195,Newfoundland and Labrador,Industrial
2035-12-31,24.219065146064757,Newfoundland and Labrador,Industrial
2036-12-31,24.48861537628174,Newfoundland and Labrador,Industrial
2037-12-31,24.757487877273558,Newfoundland and Labrador,Industrial
2038-12-31,25.025684786987306,Newfoundland and Labrador,Industrial
2039-12-31,25.293215726184844,Newfoundland and Labrador,Industrial
2040-12-31,25.560093522548677,Newfoundland and Labrador,Industrial
2041-12-31,25.826317107105254,Newfoundland and Labrador,Industrial
2042-12-31,26.091898238563537,Newfoundland and Labrador,Industrial
2043-12-31,26.35683477897644,Newfoundland and Labrador,Industrial
2044-12-31,26.62111496963501,Newfoundland and Labrador,Industrial
2045-12-31,26.88474308643341,Newfoundland and Labrador,Industrial
2046-12-31,27.147738370895386,Newfoundland and Labrador,Industrial
2047-12-31,27.41007944355011,Newfoundland and Labrador,Industrial
2048-12-31,27.67176202850342,Newfoundland and Labrador,Industrial
2049-12-31,27.932790401649473,Newfoundland and Labrador,Industrial
2050-12-31,28.193142114543914,Newfoundland and Labrador,Industrial
2051-12-31,28.452833201789854,Newfoundland and Labrador,Industrial
2024-12-31,16.942332654809952,Newfoundland and Labrador,Residential
2025-12-31,16.8954803298831,Newfoundland and Labrador,Residential
2026-12-31,16.842652613520624,Newfoundland and Labrador,Residential
2027-12-31,16.788206750309467,Newfoundland and Labrador,Residential
2028-12-31,16.730871016299727,Newfoundland and Labrador,Residential
2029-12-31,16.673167228138446,Newfoundland and Labrador,Residential
2030-12-31,16.633734422910212,Newfoundland and Labrador,Residential
2031-12-31,16.5955291105628,Newfoundland and Labrador,Residential
2032-12-31,16.559859820461273,Newfoundland and Labrador,Residential
2033-12-31,16.52727346816063,Newfoundland and Labrador,Residential
2034-12-31,16.49826724961996,Newfoundland and Labrador,Residential
2035-12-31,16.472992583608626,Newfoundland and Labrador,Residential
2036-12-31,16.449844560313224,Newfoundland and Labrador,Residential
2037-12-31,16.428915516126157,Newfoundland and Labrador,Residential
2038-12-31,16.41012118601799,Newfoundland and Labrador,Residential
2039-12-31,16.39328367714882,Newfoundland and Labrador,Residential
2040-12-31,16.37816795142889,Newfoundland and Labrador,Residential
2041-12-31,16.364531545114517,Newfoundland and Labrador,Residential
2042-12-31,16.35226113626957,Newfoundland and Labrador,Residential
2043-12-31,16.34123952870369,Newfoundland and Labrador,Residential
2044-12-31,16.331330800664425,Newfoundland and Labrador,Residential
2045-12-31,16.322416787397863,Newfoundland and Labrador,Residential
2046-12-31,16.314394498312474,Newfoundland and Labrador,Residential
2047-12-31,16.307180959796906,Newfoundland and Labrador,Residential
2048-12-31,16.300693521094324,Newfoundland and Labrador,Residential
2049-12-31,16.294855988538266,Newfoundland and Labrador,Residential
2050-12-31,16.289607988333703,Newfoundland and Labrador,Residential
2051-12-31,16.2848891466856,Newfoundland and Labrador,Residential
2024-12-31,0.9520937813758851,Northwest Territories,Commercial
2025-12-31,0.9755288032054902,Northwest Territories,Commercial
2026-12-31,1.0017667749166488,Northwest Territories,Commercial
2027-12-31,1.0308561764240265,Northwest Territories,Commercial
2028-12-31,1.0624888308763505,Northwest Territories,Commercial
2029-12-31,1.0959732153654098,Northwest Territories,Commercial
2030-12-31,1.1321689277648925,Northwest Territories,Commercial
2031-12-31,1.1710865762233735,Northwest Territories,Commercial
2032-12-31,1.2128880870342256,Northwest Territories,Commercial
2033-12-31,1.2577665014743806,Northwest Territories,Commercial
2034-12-31,1.30592222571373,Northwest Territories,Commercial
2035-12-31,1.3575268144607546,Northwest Territories,Commercial
2036-12-31,1.4127518899917604,Northwest Territories,Commercial
2037-12-31,1.4717518447875977,Northwest Territories,Commercial
2038-12-31,1.534653841495514,Northwest Territories,Commercial
2039-12-31,1.6015495696544648,Northwest Territories,Commercial
2040-12-31,1.6724831510543825,Northwest Territories,Commercial
2041-12-31,1.7474381667137147,Northwest Territories,Commercial
2042-12-31,1.8263249541282656,Northwest Territories,Commercial
2043-12-31,1.9089675666809083,Northwest Territories,Commercial
2044-12-31,1.9950901925086977,Northwest Territories,Commercial
2045-12-31,2.0843102625846863,Northwest Territories,Commercial
2046-12-31,2.1761330452919005,Northwest Territories,Commercial
