,Predicción,province,energy type
2024-12-31,1412.6842400652172,Quebec,Biomass / Geothermal
2025-12-31,1400.7655643081666,Quebec,Biomass / Geothermal
2026-12-31,1406.0704800063372,Quebec,Biomass / Geothermal
2027-12-31,1413.9488396728038,Quebec,Biomass / Geothermal
2028-12-31,1402.0885277283191,Quebec,Biomass / Geothermal
2029-12-31,1389.300812537074,Quebec,Biomass / Geothermal
2030-12-31,1386.9731308066846,Quebec,Biomass / Geothermal
2031-12-31,1385.6726672780514,Quebec,Biomass / Geothermal
2032-12-31,1383.9879690247774,Quebec,Biomass / Geothermal
2033-12-31,1381.577234003544,Quebec,Biomass / Geothermal
2034-12-31,1379.8807572835685,Quebec,Biomass / Geothermal
2035-12-31,1379.0642679315806,Quebec,Biomass / Geothermal
2036-12-31,1378.3982560420036,Quebec,Biomass / Geothermal
2037-12-31,1377.7975542402269,Quebec,Biomass / Geothermal
2038-12-31,1377.2870030105114,Quebec,Biomass / Geothermal
2039-12-31,1376.9282127940655,Quebec,Biomass / Geothermal
2040-12-31,1376.679430436492,Quebec,Biomass / Geothermal
2041-12-31,1376.4816881012916,Quebec,Biomass / Geothermal
2042-12-31,1376.3219992738964,Quebec,Biomass / Geothermal
2043-12-31,1376.1989293974639,Quebec,Biomass / Geothermal
2044-12-31,1376.1087033224107,Quebec,Biomass / Geothermal
2045-12-31,1376.0395425820352,Quebec,Biomass / Geothermal
2046-12-31,1375.9866149848701,Quebec,Biomass / Geothermal
2047-12-31,1375.9450128364563,Quebec,Biomass / Geothermal
2048-12-31,1375.9141321128607,Quebec,Biomass / Geothermal
2049-12-31,1375.8901976644993,Quebec,Biomass / Geothermal
2050-12-31,1375.8719259405136,Quebec,Biomass / Geothermal
2051-12-31,1375.8581088930368,Quebec,Biomass / Geothermal
2024-12-31,25.0822455483675,Quebec,Solar
2025-12-31,19.286406749486922,Quebec,Solar
2026-12-31,14.153319029808044,Quebec,Solar
2027-12-31,9.914473710656166,Quebec,Solar
2028-12-31,6.680706530362368,Quebec,Solar
2029-12-31,4.747908884435892,Quebec,Solar
2030-12-31,3.9730185167491436,Quebec,Solar
2031-12-31,4.097181294187903,Quebec,Solar
2032-12-31,4.844733332246542,Quebec,Solar
2033-12-31,5.9370449075102805,Quebec,Solar
2034-12-31,7.123218089491129,Quebec,Solar
2035-12-31,8.21696262061596,Quebec,Solar
2036-12-31,9.098978929817676,Quebec,Solar
2037-12-31,9.712501879632473,Quebec,Solar
2038-12-31,10.05339448451996,Quebec,Solar
2039-12-31,10.155663964748383,Quebec,Solar
2040-12-31,10.075495380461216,Quebec,Solar
2041-12-31,9.877246836423874,Quebec,Solar
2042-12-31,9.622366557717324,Quebec,Solar
2043-12-31,9.361909342706204,Quebec,Solar
2044-12-31,9.132669380903245,Quebec,Solar
2045-12-31,8.956407815814018,Quebec,Solar
2046-12-31,8.841341660022735,Quebec,Solar
2047-12-31,8.785003711283206,Quebec,Solar
2048-12-31,8.77774799823761,Quebec,Solar
2049-12-31,8.806130317151547,Quebec,Solar
2050-12-31,8.855863078832627,Quebec,Solar
2051-12-31,8.91397373586893,Quebec,Solar
2024-12-31,-72.19565174568444,Quebec,Uranium
2025-12-31,-106.99550457607955,Quebec,Uranium
2026-12-31,-136.63211365640163,Quebec,Uranium
2027-12-31,-160.88504956111314,Quebec,Uranium
2028-12-31,-179.93500098854304,Quebec,Uranium
2029-12-31,-194.24441573657097,Quebec,Uranium
2030-12-31,-205.4881034435332,Quebec,Uranium
2031-12-31,-214.18004525460304,Quebec,Uranium
2032-12-31,-220.89417551249267,Quebec,Uranium
2033-12-31,-226.08590669088065,Quebec,Uranium
2034-12-31,-230.10446133568882,Quebec,Uranium
2035-12-31,-233.21103189505638,Quebec,Uranium
2036-12-31,-235.61331337474286,Quebec,Uranium
2037-12-31,-237.47137952424586,Quebec,Uranium
2038-12-31,-238.908131178692,Quebec,Uranium
2039-12-31,-240.01910063512625,Quebec,Uranium
2040-12-31,-240.87827954120934,Quebec,Uranium
2041-12-31,-241.54257835701108,Quebec,Uranium
2042-12-31,-242.05636631250383,Quebec,Uranium
2043-12-31,-242.45349989920854,Quebec,Uranium
2044-12-31,-242.76062319390476,Quebec,Uranium
2045-12-31,-242.99821430273354,Quebec,Uranium
2046-12-31,-243.1818249949813,Quebec,Uranium
2047-12-31,-243.32386770762503,Quebec,Uranium
2048-12-31,-243.43376043759287,Quebec,Uranium
2049-12-31,-243.51866730220615,Quebec,Uranium
2050-12-31,-243.58420690134167,Quebec,Uranium
2051-12-31,-243.6351284813136,Quebec,Uranium
2024-12-31,0.0,Quebec,Coal & Coke
2025-12-31,0.0,Quebec,Coal & Coke
2026-12-31,0.0,Quebec,Coal & Coke
2027-12-31,0.0,Quebec,Coal & Coke
2028-12-31,0.0,Quebec,Coal & Coke
2029-12-31,0.0,Quebec,Coal & Coke
2030-12-31,0.0,Quebec,Coal & Coke
2031-12-31,0.0,Quebec,Coal & Coke
2032-12-31,0.0,Quebec,Coal & Coke
2033-12-31,0.0,Quebec,Coal & Coke
2034-12-31,0.0,Quebec,Coal & Coke
2035-12-31,0.0,Quebec,Coal & Coke
2036-12-31,0.0,Quebec,Coal & Coke
2037-12-31,0.0,Quebec,Coal & Coke
2038-12-31,0.0,Quebec,Coal & Coke
2039-12-31,0.0,Quebec,Coal & Coke
2040-12-31,0.0,Quebec,Coal & Coke
2041-12-31,0.0,Quebec,Coal & Coke
2042-12-31,0.0,Quebec,Coal & Coke
2043-12-31,0.0,Quebec,Coal & Coke
2044-12-31,0.0,Quebec,Coal & Coke
2045-12-31,0.0,Quebec,Coal & Coke
2046-12-31,0.0,Quebec,Coal & Coke
2047-12-31,0.0,Quebec,Coal & Coke
2048-12-31,0.0,Quebec,Coal & Coke
2049-12-31,0.0,Quebec,Coal & Coke
2050-12-31,0.0,Quebec,Coal & Coke
2051-12-31,0.0,Quebec,Coal & Coke
2024-12-31,136.5816363254562,Quebec,Natural Gas
2025-12-31,135.5073961379472,Quebec,Natural Gas
2026-12-31,134.91376706399024,Quebec,Natural Gas
2027-12-31,134.47282417290845,Quebec,Natural Gas
2028-12-31,133.816614965396,Quebec,Natural Gas
2029-12-31,133.44000581712461,Quebec,Natural Gas
2030-12-31,133.4198464976158,Quebec,Natural Gas
2031-12-31,133.40813540630043,Quebec,Natural Gas
2032-12-31,133.40134376389906,Quebec,Natural Gas
2033-12-31,133.39755984884687,Quebec,Natural Gas
2034-12-31,133.3962051138282,Quebec,Natural Gas
2035-12-31,133.39600028651768,Quebec,Natural Gas
2036-12-31,133.39591763690115,Quebec,Natural Gas
2037-12-31,133.3958421742078,Quebec,Natural Gas
2038-12-31,133.39582061343827,Quebec,Natural Gas
2039-12-31,133.39582061343827,Quebec,Natural Gas
2040-12-31,133.39582420689985,Quebec,Natural Gas
2041-12-31,133.39582780036145,Quebec,Natural Gas
2042-12-31,133.39583139382302,Quebec,Natural Gas
2043-12-31,133.39582780036145,Quebec,Natural Gas
2044-12-31,133.39582780036145,Quebec,Natural Gas
2045-12-31,133.39583139382302,Quebec,Natural Gas
2046-12-31,133.39582780036145,Quebec,Natural Gas
2047-12-31,133.39583139382302,Quebec,Natural Gas
2048-12-31,133.39582780036145,Quebec,Natural Gas
2049-12-31,133.39583139382302,Quebec,Natural Gas
2050-12-31,133.39582780036145,Quebec,Natural Gas
2051-12-31,133.39583139382302,Quebec,Natural Gas
2024-12-31,576.3113743180037,Quebec,Oil
2025-12-31,586.9005712020397,Quebec,Oil
2026-12-31,589.9809658294917,Quebec,Oil
2027-12-31,593.1267954367399,Quebec,Oil
2028-12-31,594.4223614430427,Quebec,Oil
2029-12-31,594.5856140005588,Quebec,Oil
2030-12-31,596.6919389176369,Quebec,Oil
2031-12-31,597.6138528430462,Quebec,Oil
2032-12-31,598.352245966196,Quebec,Oil
2033-12-31,598.8833555173874,Quebec,Oil
2034-12-31,599.3677549183369,Quebec,Oil
2035-12-31,599.865899450779,Quebec,Oil
2036-12-31,600.1789215236903,Quebec,Oil
2037-12-31,600.4408361691237,Quebec,Oil
2038-12-31,600.6574093532562,Quebec,Oil
2039-12-31,600.8415416973829,Quebec,Oil
2040-12-31,600.9918062704802,Quebec,Oil
2041-12-31,601.1065431731939,Quebec,Oil
2042-12-31,601.2020019465685,Quebec,Oil
2043-12-31,601.2803084266186,Quebec,Oil
2044-12-31,601.3444329595566,Quebec,Oil
2045-12-31,601.3957442343235,Quebec,Oil
2046-12-31,601.4372708392143,Quebec,Oil
2047-12-31,601.4713424575328,Quebec,Oil
2048-12-31,601.4988909626007,Quebec,Oil
2049-12-31,601.5214597696066,Quebec,Oil
2050-12-31,601.5395148152113,Quebec,Oil
2051-12-31,601.5541044569015,Quebec,Oil
2024-12-31,3914.041459538341,Saskatchewan,Hydro / Wave / Tidal
2025-12-31,3953.70375146091,Saskatchewan,Hydro / Wave / Tidal
2026-12-31,3968.463747916222,Saskatchewan,Hydro / Wave / Tidal
2027-12-31,3946.023011698127,Saskatchewan,Hydro / Wave / Tidal
2028-12-31,3942.024329047203,Saskatchewan,Hydro / Wave / Tidal
2029-12-31,3940.812531136871,Saskatchewan,Hydro / Wave / Tidal
2030-12-31,3938.892609831095,Saskatchewan,Hydro / Wave / Tidal
2031-12-31,3938.1829046261314,Saskatchewan,Hydro / Wave / Tidal
2032-12-31,3938.3239493083956,Saskatchewan,Hydro / Wave / Tidal
2033-12-31,3938.3333083480597,Saskatchewan,Hydro / Wave / Tidal
2034-12-31,3938.364153633714,Saskatchewan,Hydro / Wave / Tidal
2035-12-31,3938.4159578955177,Saskatchewan,Hydro / Wave / Tidal
2036-12-31,3938.440871395469,Saskatchewan,Hydro / Wave / Tidal
2037-12-31,3938.4482531732324,Saskatchewan,Hydro / Wave / Tidal
2038-12-31,3938.452075879574,Saskatchewan,Hydro / Wave / Tidal
2039-12-31,3938.4524713319543,Saskatchewan,Hydro / Wave / Tidal
2040-12-31,3938.4522076970343,Saskatchewan,Hydro / Wave / Tidal
2041-12-31,3938.451680427194,Saskatchewan,Hydro / Wave / Tidal
2042-12-31,3938.451416792274,Saskatchewan,Hydro / Wave / Tidal
2043-12-31,3938.4510213398935,Saskatchewan,Hydro / Wave / Tidal
2044-12-31,3938.4511531573535,Saskatchewan,Hydro / Wave / Tidal
2045-12-31,3938.4510213398935,Saskatchewan,Hydro / Wave / Tidal
2046-12-31,3938.4511531573535,Saskatchewan,Hydro / Wave / Tidal
2047-12-31,3938.4511531573535,Saskatchewan,Hydro / Wave / Tidal
2048-12-31,3938.4511531573535,Saskatchewan,Hydro / Wave / Tidal
2049-12-31,3938.4511531573535,Saskatchewan,Hydro / Wave / Tidal
2050-12-31,3938.4511531573535,Saskatchewan,Hydro / Wave / Tidal
2051-12-31,3938.4511531573535,Saskatchewan,Hydro / Wave / Tidal
2024-12-31,2041.4267760217188,Saskatchewan,Wind
2025-12-31,2747.977685779333,Saskatchewan,Wind
2026-12-31,3771.297473549843,Saskatchewan,Wind
2027-12-31,5298.687216818333,Saskatchewan,Wind
2028-12-31,7288.306265115739,Saskatchewan,Wind
2029-12-31,10165.996722102165,Saskatchewan,Wind
2030-12-31,13869.37298989296,Saskatchewan,Wind
2031-12-31,17991.815187454224,Saskatchewan,Wind
2032-12-31,21835.7017660141,Saskatchewan,Wind
2033-12-31,24842.610755681988,Saskatchewan,Wind
2034-12-31,26913.840207576748,Saskatchewan,Wind
2035-12-31,28210.357739448544,Saskatchewan,Wind
2036-12-31,28969.619850158688,Saskatchewan,Wind
2037-12-31,29392.203943729397,Saskatchewan,Wind
2038-12-31,29619.20558452606,Saskatchewan,Wind
2039-12-31,29739.40028905868,Saskatchewan,Wind
2040-12-31,29802.678527832028,Saskatchewan,Wind
2041-12-31,29835.916208744045,Saskatchewan,Wind
2042-12-31,29853.342448234554,Saskatchewan,Wind
2043-12-31,29862.40539169311,Saskatchewan,Wind
2044-12-31,29867.116941452023,Saskatchewan,Wind
2045-12-31,29869.573087692257,Saskatchewan,Wind
2046-12-31,29870.866106986996,Saskatchewan,Wind
2047-12-31,29871.536233425137,Saskatchewan,Wind
2048-12-31,29871.893437385555,Saskatchewan,Wind
2049-12-31,29872.07941961288,Saskatchewan,Wind
2050-12-31,29872.165030479428,Saskatchewan,Wind
2051-12-31,29872.20340776443,Saskatchewan,Wind
2024-12-31,362.6167515707016,Saskatchewan,Biomass / Geothermal
2025-12-31,464.77144691705706,Saskatchewan,Biomass / Geothermal
2026-12-31,603.8343993473053,Saskatchewan,Biomass / Geothermal
2027-12-31,789.1358528423309,Saskatchewan,Biomass / Geothermal
2028-12-31,988.5629985380173,Saskatchewan,Biomass / Geothermal
2029-12-31,1233.9594737148286,Saskatchewan,Biomass / Geothermal
2030-12-31,1507.030981721878,Saskatchewan,Biomass / Geothermal
2031-12-31,1793.9405631637574,Saskatchewan,Biomass / Geothermal
2032-12-31,2071.59758849144,Saskatchewan,Biomass / Geothermal
2033-12-31,2318.2284848785403,Saskatchewan,Biomass / Geothermal
2034-12-31,2525.4167500305175,Saskatchewan,Biomass / Geothermal
2035-12-31,2688.146716346741,Saskatchewan,Biomass / Geothermal
2036-12-31,2809.9513304901125,Saskatchewan,Biomass / Geothermal
2037-12-31,2897.6181069946288,Saskatchewan,Biomass / Geothermal
2038-12-31,2958.9492537117003,Saskatchewan,Biomass / Geothermal
2039-12-31,3001.1131555938723,Saskatchewan,Biomass / Geothermal
2040-12-31,3029.643836231232,Saskatchewan,Biomass / Geothermal
2041-12-31,3048.765208854675,Saskatchewan,Biomass / Geothermal
2042-12-31,3061.4974998664857,Saskatchewan,Biomass / Geothermal
2043-12-31,3069.9379867744447,Saskatchewan,Biomass / Geothermal
2044-12-31,3075.5207659721377,Saskatchewan,Biomass / Geothermal
2045-12-31,3079.2049598693848,Saskatchewan,Biomass / Geothermal
2046-12-31,3081.6330415534976,Saskatchewan,Biomass / Geothermal
2047-12-31,3083.23175365448,Saskatchewan,Biomass / Geothermal
2048-12-31,3084.2818341064453,Saskatchewan,Biomass / Geothermal
2049-12-31,3084.9751598167422,Saskatchewan,Biomass / Geothermal
2050-12-31,3085.4291636466983,Saskatchewan,Biomass / Geothermal
2051-12-31,3085.730609607697,Saskatchewan,Biomass / Geothermal
2024-12-31,305.71132216691973,Saskatchewan,Solar
2025-12-31,622.144138622284,Saskatchewan,Solar
2026-12-31,1154.5588932085038,Saskatchewan,Solar
2027-12-31,1846.591898880005,Saskatchewan,Solar
2028-12-31,2417.4927623939516,Saskatchewan,Solar
2029-12-31,2752.8239064979552,Saskatchewan,Solar
2030-12-31,2923.018185825348,Saskatchewan,Solar
2031-12-31,3000.325679111481,Saskatchewan,Solar
2032-12-31,3029.084323577881,Saskatchewan,Solar
2033-12-31,3036.304897117615,Saskatchewan,Solar
2034-12-31,3037.579483833313,Saskatchewan,Solar
2035-12-31,3037.7946627235415,Saskatchewan,Solar
2036-12-31,3037.866294269562,Saskatchewan,Solar
2037-12-31,3037.8978462600708,Saskatchewan,Solar
2038-12-31,3037.9063738250734,Saskatchewan,Solar
2039-12-31,3037.9075108337406,Saskatchewan,Solar
2040-12-31,3037.9072265815735,Saskatchewan,Solar
2041-12-31,3037.90665807724,Saskatchewan,Solar
2042-12-31,3037.906942329407,Saskatchewan,Solar
2043-12-31,3037.906942329407,Saskatchewan,Solar
2044-12-31,3037.90665807724,Saskatchewan,Solar
2045-12-31,3037.90665807724,Saskatchewan,Solar
2046-12-31,3037.90665807724,Saskatchewan,Solar
2047-12-31,3037.90665807724,Saskatchewan,Solar
2048-12-31,3037.90665807724,Saskatchewan,Solar
2049-12-31,3037.90665807724,Saskatchewan,Solar
2050-12-31,3037.90665807724,Saskatchewan,Solar
2051-12-31,3037.90665807724,Saskatchewan,Solar
2024-12-31,0.0,Saskatchewan,Uranium
2025-12-31,0.0,Saskatchewan,Uranium
2026-12-31,0.0,Saskatchewan,Uranium
2027-12-31,0.0,Saskatchewan,Uranium
2028-12-31,0.0,Saskatchewan,Uranium
2029-12-31,0.0,Saskatchewan,Uranium
2030-12-31,0.0,Saskatchewan,Uranium
2031-12-31,0.0,Saskatchewan,Uranium
2032-12-31,0.0,Saskatchewan,Uranium
2033-12-31,0.0,Saskatchewan,Uranium
2034-12-31,0.0,Saskatchewan,Uranium
2035-12-31,0.0,Saskatchewan,Uranium
2036-12-31,0.0,Saskatchewan,Uranium
2037-12-31,0.0,Saskatchewan,Uranium
2038-12-31,0.0,Saskatchewan,Uranium
2039-12-31,0.0,Saskatchewan,Uranium
2040-12-31,0.0,Saskatchewan,Uranium
2041-12-31,0.0,Saskatchewan,Uranium
2042-12-31,0.0,Saskatchewan,Uranium
2043-12-31,0.0,Saskatchewan,Uranium
2044-12-31,0.0,Saskatchewan,Uranium
2045-12-31,0.0,Saskatchewan,Uranium
2046-12-31,0.0,Saskatchewan,Uranium
2047-12-31,0.0,Saskatchewan,Uranium
2048-12-31,0.0,Saskatchewan,Uranium
2049-12-31,0.0,Saskatchewan,Uranium
2050-12-31,0.0,Saskatchewan,Uranium
2051-12-31,0.0,Saskatchewan,Uranium
2024-12-31,5984.9264983354515,Saskatchewan,Coal & Coke
2025-12-31,4974.009687874615,Saskatchewan,Coal & Coke
2026-12-31,4152.989316962958,Saskatchewan,Coal & Coke
2027-12-31,2505.1253836429123,Saskatchewan,Coal & Coke
2028-12-31,1216.168106426001,Saskatchewan,Coal & Coke
2029-12-31,-111.72406319498961,Saskatchewan,Coal & Coke
2030-12-31,-1591.2255625152582,Saskatchewan,Coal & Coke
2031-12-31,-3155.5984945726386,Saskatchewan,Coal & Coke
2032-12-31,-4856.933996083736,Saskatchewan,Coal & Coke
2033-12-31,-6507.125824189186,Saskatchewan,Coal & Coke
2034-12-31,-8204.06531702757,Saskatchewan,Coal & Coke
2035-12-31,-9933.678245658875,Saskatchewan,Coal & Coke
2036-12-31,-11656.723876338005,Saskatchewan,Coal & Coke
2037-12-31,-13349.557541294098,Saskatchewan,Coal & Coke
2038-12-31,-14977.018540816307,Saskatchewan,Coal & Coke
2039-12-31,-16541.446745405196,Saskatchewan,Coal & Coke
2040-12-31,-18022.054155960082,Saskatchewan,Coal & Coke
2041-12-31,-19402.05450466156,Saskatchewan,Coal & Coke
2042-12-31,-20672.723943619727,Saskatchewan,Coal & Coke
2043-12-31,-21829.474852719308,Saskatchewan,Coal & Coke
2044-12-31,-22873.6964149189,Saskatchewan,Coal & Coke
2045-12-31,-23806.096118621826,Saskatchewan,Coal & Coke
2046-12-31,-24631.01654238701,Saskatchewan,Coal & Coke
2047-12-31,-25355.285686273575,Saskatchewan,Coal & Coke
2048-12-31,-25986.895958337784,Saskatchewan,Coal & Coke
2049-12-31,-26534.53620053291,Saskatchewan,Coal & Coke
2050-12-31,-27006.60046797752,Saskatchewan,Coal & Coke
2051-12-31,-27411.67074239731,Saskatchewan,Coal & Coke
2024-12-31,12081.903555517196,Saskatchewan,Natural Gas
2025-12-31,12399.577586941718,Saskatchewan,Natural Gas
2026-12-31,12704.68513192415,Saskatchewan,Natural Gas
2027-12-31,13000.58366680622,Saskatchewan,Natural Gas
2028-12-31,13282.943032853602,Saskatchewan,Natural Gas
2029-12-31,13554.779851894376,Saskatchewan,Natural Gas
2030-12-31,13816.977732841968,Saskatchewan,Natural Gas
2031-12-31,14069.233825867175,Saskatchewan,Natural Gas
2032-12-31,14311.878296666144,Saskatchewan,Natural Gas
2033-12-31,14545.255562691687,Saskatchewan,Natural Gas
2034-12-31,14769.685100822448,Saskatchewan,Natural Gas
2035-12-31,14985.417504446505,Saskatchewan,Natural Gas
2036-12-31,15192.760373978614,Saskatchewan,Natural Gas
2037-12-31,15391.974991624355,Saskatchewan,Natural Gas
2038-12-31,15583.361831920145,Saskatchewan,Natural Gas
2039-12-31,15767.156048851011,Saskatchewan,Natural Gas
2040-12-31,15943.652178721426,Saskatchewan,Natural Gas
2041-12-31,16113.080624930857,Saskatchewan,Natural Gas
2042-12-31,16275.703857331275,Saskatchewan,Natural Gas
2043-12-31,16431.751091675756,Saskatchewan,Natural Gas
2044-12-31,16581.470546059605,Saskatchewan,Natural Gas
2045-12-31,16725.096186821458,Saskatchewan,Natural Gas
2046-12-31,16862.840602664946,Saskatchewan,Natural Gas
2047-12-31,16994.930634050368,Saskatchewan,Natural Gas
2048-12-31,17121.5741190958,Saskatchewan,Natural Gas
2049-12-31,17242.96583180904,Saskatchewan,Natural Gas
2050-12-31,17359.32429912567,Saskatchewan,Natural Gas
2051-12-31,17470.839544467923,Saskatchewan,Natural Gas
2024-12-31,0.44550363179296254,Saskatchewan,Oil
2025-12-31,0.2171000074595213,Saskatchewan,Oil
2026-12-31,-0.0044866580516099985,Saskatchewan,Oil
2027-12-31,-0.21074672639369965,Saskatchewan,Oil
2028-12-31,-0.39513720460236074,Saskatchewan,Oil
2029-12-31,-0.5530480269342661,Saskatchewan,Oil
2030-12-31,-0.692156545072794,Saskatchewan,Oil
2031-12-31,-0.8145227670669556,Saskatchewan,Oil
2032-12-31,-0.9218689627945423,Saskatchewan,Oil
2033-12-31,-1.0160065442323685,Saskatchewan,Oil
2034-12-31,-1.0986163176596164,Saskatchewan,Oil
2035-12-31,-1.1710978418588638,Saskatchewan,Oil
2036-12-31,-1.2346842646598817,Saskatchewan,Oil
2037-12-31,-1.2904660694301129,Saskatchewan,Oil
2038-12-31,-1.339399980008602,Saskatchewan,Oil
2039-12-31,-1.3823249153792858,Saskatchewan,Oil
2040-12-31,-1.4199775733053683,Saskatchewan,Oil
2041-12-31,-1.453005787730217,Saskatchewan,Oil
2042-12-31,-1.4819753929972648,Saskatchewan,Oil
2043-12-31,-1.5073859930038451,Saskatchewan,Oil
2044-12-31,-1.52967337295413,Saskatchewan,Oil
2045-12-31,-1.5492219291627407,Saskatchewan,Oil
2046-12-31,-1.5663680084049703,Saskatchewan,Oil
2047-12-31,-1.5814049169421196,Saskatchewan,Oil
2048-12-31,-1.5945940516889094,Saskatchewan,Oil
2049-12-31,-1.606162117421627,Saskatchewan,Oil
2050-12-31,-1.616307619959116,Saskatchewan,Oil
2051-12-31,-1.625207544863224,Saskatchewan,Oil
2024-12-31,464.1478637808561,Yukon,Hydro / Wave / Tidal
2025-12-31,494.31192612349986,Yukon,Hydro / Wave / Tidal
2026-12-31,506.3383103919029,Yukon,Hydro / Wave / Tidal
2027-12-31,495.50117057204244,Yukon,Hydro / Wave / Tidal
2028-12-31,489.14804133713244,Yukon,Hydro / Wave / Tidal
2029-12-31,506.9339511895179,Yukon,Hydro / Wave / Tidal
2030-12-31,517.4272415423393,Yukon,Hydro / Wave / Tidal
2031-12-31,519.2004993820191,Yukon,Hydro / Wave / Tidal
2032-12-31,517.9061903989315,Yukon,Hydro / Wave / Tidal
2033-12-31,521.921061772108,Yukon,Hydro / Wave / Tidal
2034-12-31,530.2942778968811,Yukon,Hydro / Wave / Tidal
2035-12-31,534.2439605760574,Yukon,Hydro / Wave / Tidal
2036-12-31,535.8306575667858,Yukon,Hydro / Wave / Tidal
2037-12-31,538.0095060884952,Yukon,Hydro / Wave / Tidal
2038-12-31,542.0139932370186,Yukon,Hydro / Wave / Tidal
2039-12-31,546.0367206835747,Yukon,Hydro / Wave / Tidal
2040-12-31,548.341914087534,Yukon,Hydro / Wave / Tidal
2041-12-31,550.3063503086566,Yukon,Hydro / Wave / Tidal
2042-12-31,552.7454939424991,Yukon,Hydro / Wave / Tidal
2043-12-31,555.4679994571209,Yukon,Hydro / Wave / Tidal
2044-12-31,557.7782700574397,Yukon,Hydro / Wave / Tidal
2045-12-31,559.5607211744785,Yukon,Hydro / Wave / Tidal
2046-12-31,561.3505478072166,Yukon,Hydro / Wave / Tidal
2047-12-31,563.2473925459385,Yukon,Hydro / Wave / Tidal
2048-12-31,565.0546237242222,Yukon,Hydro / Wave / Tidal
2049-12-31,566.6182539463043,Yukon,Hydro / Wave / Tidal
2050-12-31,568.0248044884205,Yukon,Hydro / Wave / Tidal
2051-12-31,569.4229348242283,Yukon,Hydro / Wave / Tidal
2024-12-31,0.5453769493103028,Yukon,Wind
2025-12-31,0.23151810050010685,Yukon,Wind
2026-12-31,0.22597579300403597,Yukon,Wind
2027-12-31,0.42450338244438174,Yukon,Wind
2028-12-31,0.6355029058456422,Yukon,Wind
2029-12-31,0.7169804763793947,Yukon,Wind
2030-12-31,0.6606242179870606,Yukon,Wind
2031-12-31,0.547452142238617,Yukon,Wind
2032-12-31,0.4687809455394745,Yukon,Wind
2033-12-31,0.46417547464370734,Yukon,Wind
2034-12-31,0.5119643604755402,Yukon,Wind
2035-12-31,0.563821234703064,Yukon,Wind
2036-12-31,0.585061755180359,Yukon,Wind
2037-12-31,0.5722006058692933,Yukon,Wind
2038-12-31,0.5447607707977296,Yukon,Wind
2039-12-31,0.5252170908451081,Yukon,Wind
2040-12-31,0.5235537886619569,Yukon,Wind
2041-12-31,0.5349118280410767,Yukon,Wind
2042-12-31,0.5476528573036195,Yukon,Wind
2043-12-31,0.5531192207336426,Yukon,Wind
2044-12-31,0.550205569267273,Yukon,Wind
2045-12-31,0.5435609221458436,Yukon,Wind
2046-12-31,0.5386976051330568,Yukon,Wind
2047-12-31,0.5381570327281953,Yukon,Wind
2048-12-31,0.5408550024032593,Yukon,Wind
2049-12-31,0.543980634212494,Yukon,Wind
2050-12-31,0.5453800392150879,Yukon,Wind
2051-12-31,0.544724657535553,Yukon,Wind
2024-12-31,4.284295845031738,Yukon,Biomass / Geothermal
2025-12-31,5.096126437187195,Yukon,Biomass / Geothermal
2026-12-31,5.961357641220093,Yukon,Biomass / Geothermal
2027-12-31,6.985815906524658,Yukon,Biomass / Geothermal
2028-12-31,8.135159587860107,Yukon,Biomass / Geothermal
2029-12-31,9.411536836624146,Yukon,Biomass / Geothermal
2030-12-31,10.83228931427002,Yukon,Biomass / Geothermal
2031-12-31,12.398186302185058,Yukon,Biomass / Geothermal
2032-12-31,14.103821754455566,Yukon,Biomass / Geothermal
2033-12-31,15.93839817047119,Yukon,Biomass / Geothermal
2034-12-31,17.881799125671385,Yukon,Biomass / Geothermal
2035-12-31,19.904756259918212,Yukon,Biomass / Geothermal
2036-12-31,21.970663452148436,Yukon,Biomass / Geothermal
2037-12-31,24.038058948516845,Yukon,Biomass / Geothermal
2038-12-31,26.064331531524658,Yukon,Biomass / Geothermal
2039-12-31,28.009452629089356,Yukon,Biomass / Geothermal
2040-12-31,29.83939552307129,Yukon,Biomass / Geothermal
2041-12-31,31.52825756072998,Yukon,Biomass / Geothermal
2042-12-31,33.05915508270264,Yukon,Biomass / Geothermal
2043-12-31,34.42411155700683,Yukon,Biomass / Geothermal
2044-12-31,35.62292919158936,Yukon,Biomass / Geothermal
2045-12-31,36.6617525100708,Yukon,Biomass / Geothermal
2046-12-31,37.5513011932373,Yukon,Biomass / Geothermal
2047-12-31,38.30514831542968,Yukon,Biomass / Geothermal
2048-12-31,38.93831958770752,Yukon,Biomass / Geothermal
2049-12-31,39.46607418060302,Yukon,Biomass / Geothermal
2050-12-31,39.90317516326904,Yukon,Biomass / Geothermal
2051-12-31,40.26319885253906,Yukon,Biomass / Geothermal
2024-12-31,0.8823143935203553,Yukon,Solar
2025-12-31,1.3814180231094362,Yukon,Solar
2026-12-31,2.1255279922485353,Yukon,Solar
2027-12-31,3.1855728721618655,Yukon,Solar
2028-12-31,4.557529735565186,Yukon,Solar
2029-12-31,6.067384929656983,Yukon,Solar
2030-12-31,7.412631626129151,Yukon,Solar
2031-12-31,8.405825386047365,Yukon,Solar
2032-12-31,9.0465686416626,Yukon,Solar
2033-12-31,9.42291286468506,Yukon,Solar
2034-12-31,9.626791992187501,Yukon,Solar
2035-12-31,9.729667282104494,Yukon,Solar
2036-12-31,9.779523925781252,Yukon,Solar
