,Scenario,Region,Variable,Year,Value,Sector
44,Current Measures,Prince Edward Island,Electricity,2019,0.915,Residential
45,Current Measures,Prince Edward Island,Electricity,2020,2.5486,Commercial
46,Current Measures,Prince Edward Island,Electricity,2020,2.2396,Industrial
47,Current Measures,Prince Edward Island,Electricity,2020,0.989,Residential
48,Current Measures,Prince Edward Island,Electricity,2023,2.9541,Commercial
49,Current Measures,Prince Edward Island,Electricity,2023,2.6356,Industrial
50,Current Measures,Prince Edward Island,Electricity,2023,1.0237,Residential
51,Current Measures,Prince Edward Island,Electricity,2024,2.994,Commercial
52,Current Measures,Prince Edward Island,Electricity,2024,2.6241,Industrial
53,Current Measures,Prince Edward Island,Electricity,2024,1.0567,Residential
54,Current Measures,Prince Edward Island,Electricity,2025,3.0309,Commercial
55,Current Measures,Prince Edward Island,Electricity,2025,2.6276,Industrial
56,Current Measures,Prince Edward Island,Electricity,2025,1.0862,Residential
57,Current Measures,Prince Edward Island,Electricity,2026,3.0656,Commercial
58,Current Measures,Prince Edward Island,Electricity,2026,2.701,Industrial
59,Current Measures,Prince Edward Island,Electricity,2026,1.1123,Residential
60,Current Measures,Prince Edward Island,Electricity,2027,3.0977,Commercial
61,Current Measures,Prince Edward Island,Electricity,2027,2.7641,Industrial
62,Current Measures,Prince Edward Island,Electricity,2027,1.1353,Residential
63,Current Measures,Prince Edward Island,Electricity,2028,3.1281,Commercial
64,Current Measures,Prince Edward Island,Electricity,2028,2.8493,Industrial
65,Current Measures,Prince Edward Island,Electricity,2028,1.1575,Residential
66,Current Measures,Prince Edward Island,Electricity,2029,3.1577,Commercial
67,Current Measures,Prince Edward Island,Electricity,2029,2.947,Industrial
68,Current Measures,Prince Edward Island,Electricity,2029,1.1756,Residential
69,Current Measures,Prince Edward Island,Electricity,2030,3.1862,Commercial
70,Current Measures,Prince Edward Island,Electricity,2030,3.0449,Industrial
71,Current Measures,Prince Edward Island,Electricity,2030,1.1944,Residential
72,Current Measures,Prince Edward Island,Electricity,2031,3.2165,Commercial
73,Current Measures,Prince Edward Island,Electricity,2031,3.1378,Industrial
74,Current Measures,Prince Edward Island,Electricity,2031,1.2163,Residential
75,Current Measures,Prince Edward Island,Electricity,2032,3.2489,Commercial
76,Current Measures,Prince Edward Island,Electricity,2032,3.222,Industrial
77,Current Measures,Prince Edward Island,Electricity,2032,1.2396,Residential
78,Current Measures,Prince Edward Island,Electricity,2033,3.2843,Commercial
79,Current Measures,Prince Edward Island,Electricity,2033,3.306,Industrial
80,Current Measures,Prince Edward Island,Electricity,2033,1.2637,Residential
81,Current Measures,Prince Edward Island,Electricity,2034,3.3231,Commercial
82,Current Measures,Prince Edward Island,Electricity,2034,3.3882,Industrial
83,Current Measures,Prince Edward Island,Electricity,2034,1.2865,Residential
84,Current Measures,Prince Edward Island,Electricity,2035,3.3649,Commercial
85,Current Measures,Prince Edward Island,Electricity,2035,3.4699,Industrial
86,Current Measures,Prince Edward Island,Electricity,2035,1.3101,Residential
87,Current Measures,Prince Edward Island,Electricity,2036,3.4092,Commercial
88,Current Measures,Prince Edward Island,Electricity,2036,3.5446,Industrial
89,Current Measures,Prince Edward Island,Electricity,2036,1.3317,Residential
90,Current Measures,Prince Edward Island,Electricity,2037,3.4568,Commercial
91,Current Measures,Prince Edward Island,Electricity,2037,3.6214,Industrial
92,Current Measures,Prince Edward Island,Electricity,2037,1.3532,Residential
93,Current Measures,Prince Edward Island,Electricity,2038,3.5077,Commercial
94,Current Measures,Prince Edward Island,Electricity,2038,3.6994,Industrial
95,Current Measures,Prince Edward Island,Electricity,2038,1.3748,Residential
96,Current Measures,Prince Edward Island,Electricity,2039,3.5612,Commercial
97,Current Measures,Prince Edward Island,Electricity,2039,3.7794,Industrial
98,Current Measures,Prince Edward Island,Electricity,2039,1.397,Residential
99,Current Measures,Prince Edward Island,Electricity,2040,3.6175,Commercial
100,Current Measures,Prince Edward Island,Electricity,2040,3.8618,Industrial
101,Current Measures,Prince Edward Island,Electricity,2040,1.42,Residential
102,Current Measures,Prince Edward Island,Electricity,2041,3.6688,Commercial
103,Current Measures,Prince Edward Island,Electricity,2041,3.9421,Industrial
104,Current Measures,Prince Edward Island,Electricity,2041,1.4425,Residential
105,Current Measures,Prince Edward Island,Electricity,2042,3.7213,Commercial
106,Current Measures,Prince Edward Island,Electricity,2042,4.0257,Industrial
107,Current Measures,Prince Edward Island,Electricity,2042,1.4694,Residential
108,Current Measures,Prince Edward Island,Electricity,2043,3.7098,Commercial
109,Current Measures,Prince Edward Island,Electricity,2043,4.1134,Industrial
110,Current Measures,Prince Edward Island,Electricity,2043,1.4941,Residential
111,Current Measures,Prince Edward Island,Electricity,2044,3.7647,Commercial
112,Current Measures,Prince Edward Island,Electricity,2044,4.2058,Industrial
113,Current Measures,Prince Edward Island,Electricity,2044,1.523,Residential
114,Current Measures,Prince Edward Island,Electricity,2045,3.8207,Commercial
115,Current Measures,Prince Edward Island,Electricity,2045,4.3037,Industrial
116,Current Measures,Prince Edward Island,Electricity,2045,1.5496,Residential
117,Current Measures,Prince Edward Island,Electricity,2046,3.8779,Commercial
118,Current Measures,Prince Edward Island,Electricity,2046,4.4076,Industrial
119,Current Measures,Prince Edward Island,Electricity,2046,1.5773,Residential
120,Current Measures,Prince Edward Island,Electricity,2047,3.8702,Commercial
121,Current Measures,Prince Edward Island,Electricity,2047,4.5109,Industrial
122,Current Measures,Prince Edward Island,Electricity,2047,1.6073,Residential
123,Current Measures,Prince Edward Island,Electricity,2048,3.9284,Commercial
124,Current Measures,Prince Edward Island,Electricity,2048,4.6173,Industrial
125,Current Measures,Prince Edward Island,Electricity,2048,1.6363,Residential
126,Current Measures,Prince Edward Island,Electricity,2049,3.9876,Commercial
127,Current Measures,Prince Edward Island,Electricity,2049,4.7317,Industrial
128,Current Measures,Prince Edward Island,Electricity,2049,1.6686,Residential
129,Current Measures,Prince Edward Island,Electricity,2050,4.0473,Commercial
130,Current Measures,Prince Edward Island,Electricity,2050,4.8511,Industrial
131,Current Measures,Prince Edward Island,Electricity,2050,1.7014,Residential
132,Current Measures,Prince Edward Island,Electricity,2021,2.716,Commercial
133,Current Measures,Prince Edward Island,Electricity,2021,2.4823,Industrial
134,Current Measures,Prince Edward Island,Electricity,2021,0.8973,Residential
135,Current Measures,Prince Edward Island,Electricity,2022,2.8804,Commercial
136,Current Measures,Prince Edward Island,Electricity,2022,2.6032,Industrial
137,Current Measures,Prince Edward Island,Electricity,2022,0.9762,Residential
